Code,Description
12507,Reconstruction of liver using laser
90491,Vaccination - follow-up visit
80082,Blood test evaluation
80299,Culture test evaluation
00161,Sedation for heart surgery
70432,Ultrasound of eye with contrast
91198,Physical exam - routine check
90993,Therapy session - follow-up visit
12554,Excision of knee using laparoscope
15293,Excision of eye using catheter
80517,Culture test evaluation
11853,Drainage of eye using endoscope
11168,Suturing of knee using laser
13184,Suturing of neck using stent
11922,Drainage of heart using endoscope
80637,Culture test evaluation
12077,Reconstruction of pelvis using scalpel
14322,Biopsy of spine using endoscope
11098,Reconstruction of ear using endoscope
10571,Biopsy of liver using laparoscope
12586,Reconstruction of pelvis using laser
13931,Excision of skin using scalpel
13936,Excision of liver using endoscope
16179,Biopsy of pelvis using endoscope
12774,Biopsy of neck using scalpel
12191,Biopsy of chest using laparoscope
12740,Suturing of leg using catheter
14122,Biopsy of skin using laparoscope
16000,Suturing of lungs using stent
11054,Biopsy of ear using endoscope
14640,Drainage of spine using scalpel
70660,X-ray of brain with contrast
90578,Consultation - preventive screening
12792,Drainage of spine using endoscope
16304,Excision of kidney using scalpel
11569,Repair of brain using catheter
90708,Therapy session - follow-up visit
15303,Drainage of chest using endoscope
14272,Suturing of knee using catheter
80991,Blood test evaluation
00285,Sedation for spine surgery
14489,Reconstruction of pelvis using stent
14943,Suturing of chest using scalpel
70964,Fluoroscopy of chest with contrast
80894,Culture test evaluation
14335,Drainage of eye using catheter
11229,Repair of brain using laparoscope
70400,CT scan of chest with contrast
91226,Physical exam - preventive screening
14916,Biopsy of chest using laser
14653,Drainage of knee using scalpel
11133,Drainage of lungs using scalpel
16180,Repair of knee using catheter
11400,Biopsy of knee using endoscope
11665,Drainage of chest using endoscope
14193,Reconstruction of knee using laparoscope
14864,Biopsy of leg using laser
16381,Drainage of heart using laparoscope
16114,Drainage of chest using scalpel
80823,Culture test evaluation
70763,CT scan of leg with contrast
16361,Repair of ear using laparoscope
91241,Therapy session - routine check
81048,Blood test evaluation
16375,Excision of ear using catheter
14887,Drainage of liver using catheter
15158,Repair of liver using scalpel
12745,Biopsy of pelvis using catheter
10864,Reconstruction of neck using catheter
15955,Drainage of skin using endoscope
16527,Drainage of eye using laser
80465,Blood test evaluation
13167,Reconstruction of neck using scalpel
11012,Excision of eye using stent
12750,Reconstruction of lungs using laparoscope
81046,Blood test evaluation
80680,DNA screening evaluation
11088,Drainage of kidney using stent
70204,X-ray of skin with contrast
90299,Vaccination - preventive screening
11446,Reconstruction of arm using laser
16020,Repair of abdomen using laparoscope
12187,Excision of abdomen using endoscope
91157,Vaccination - follow-up visit
11342,Drainage of knee using laparoscope
91036,Therapy session - preventive screening
13253,Suturing of knee using laparoscope
80407,Tissue analysis evaluation
12098,Excision of lungs using stent
90509,Vaccination - preventive screening
13510,Reconstruction of liver using endoscope
10066,Biopsy of leg using scalpel
11866,Drainage of knee using stent
10271,Repair of eye using catheter
10484,Excision of liver using scalpel
14688,Excision of lungs using endoscope
11695,Reconstruction of knee using stent
70258,MRI scan of liver with contrast
11032,Drainage of ear using catheter
16301,Suturing of abdomen using catheter
15551,Suturing of neck using stent
11479,Suturing of liver using endoscope
80412,Blood test evaluation
12158,Biopsy of brain using catheter
14654,Repair of eye using laser
15504,Reconstruction of eye using endoscope
11024,Suturing of lungs using endoscope
16303,Reconstruction of eye using endoscope
13806,Biopsy of leg using laparoscope
70344,X-ray of kidney with contrast
11136,Repair of neck using scalpel
13488,Suturing of heart using catheter
90304,Physical exam - follow-up visit
90357,Therapy session - preventive screening
15899,Suturing of heart using scalpel
90835,Physical exam - routine check
90956,Physical exam - follow-up visit
14313,Repair of lungs using endoscope
11064,Biopsy of abdomen using laparoscope
90914,Therapy session - routine check
14532,Suturing of kidney using stent
13568,Suturing of brain using scalpel
11015,Excision of neck using catheter
90672,Vaccination - routine check
00255,Sedation for heart surgery
00156,Local anesthesia for neck surgery
14209,Reconstruction of chest using stent
14022,Reconstruction of leg using scalpel
14712,Suturing of skin using catheter
90845,Therapy session - preventive screening
90474,Consultation - routine check
70302,MRI scan of chest with contrast
80394,Culture test evaluation
10753,Reconstruction of kidney using laser
12702,Reconstruction of leg using stent
70773,X-ray of arm with contrast
12239,Suturing of chest using catheter
15682,Suturing of leg using laser
10951,Repair of heart using laparoscope
12443,Excision of liver using laparoscope
12616,Repair of neck using laparoscope
70549,MRI scan of arm with contrast
10872,Biopsy of heart using laser
14205,Excision of heart using laparoscope
11872,Excision of leg using stent
11272,Reconstruction of spine using laparoscope
12216,Suturing of eye using endoscope
70898,X-ray of chest with contrast
10575,Biopsy of chest using laser
13283,Reconstruction of brain using laparoscope
71108,X-ray of eye with contrast
80233,Culture test evaluation
90445,Vaccination - routine check
90390,Consultation - preventive screening
80714,Tissue analysis evaluation
16041,Drainage of brain using scalpel
00267,Sedation for arm surgery
10464,Suturing of kidney using catheter
80983,Culture test evaluation
15858,Repair of eye using endoscope
14031,Biopsy of chest using laser
10099,Biopsy of knee using endoscope
11739,Drainage of chest using catheter
80273,Culture test evaluation
80266,Tissue analysis evaluation
12499,Drainage of chest using catheter
91165,Therapy session - follow-up visit
80816,Tissue analysis evaluation
13317,Reconstruction of lungs using endoscope
12184,Biopsy of heart using stent
90690,Physical exam - follow-up visit
14161,Biopsy of brain using endoscope
15957,Suturing of kidney using laparoscope
11642,Reconstruction of arm using catheter
11119,Repair of arm using stent
11707,Biopsy of skin using endoscope
10936,Biopsy of liver using laparoscope
11699,Reconstruction of neck using laser
16397,Suturing of ear using endoscope
14389,Biopsy of spine using stent
16186,Excision of heart using endoscope
71082,CT scan of kidney with contrast
11358,Excision of eye using laparoscope
13092,Suturing of kidney using laparoscope
10332,Biopsy of neck using scalpel
10624,Suturing of brain using scalpel
15781,Repair of heart using laser
13963,Excision of brain using stent
12570,Suturing of lungs using laser
70998,Ultrasound of neck with contrast
10986,Drainage of heart using endoscope
71088,Fluoroscopy of arm with contrast
71048,Fluoroscopy of chest with contrast
70214,Fluoroscopy of pelvis with contrast
11274,Repair of chest using laser
14378,Suturing of lungs using stent
90743,Vaccination - routine check
13078,Repair of liver using laparoscope
16644,Reconstruction of abdomen using endoscope
70112,MRI scan of neck with contrast
14235,Reconstruction of ear using endoscope
12070,Reconstruction of eye using endoscope
15243,Drainage of brain using stent
10389,Biopsy of heart using scalpel
00140,General anesthesia for heart surgery
16244,Reconstruction of arm using scalpel
13840,Biopsy of skin using scalpel
12475,Repair of knee using catheter
16282,Excision of knee using laparoscope
13810,Repair of kidney using stent
15469,Repair of eye using stent
15269,Excision of pelvis using endoscope
11856,Repair of spine using stent
80340,Culture test evaluation
00191,Local anesthesia for chest surgery
10457,Reconstruction of arm using stent
12477,Biopsy of chest using endoscope
90468,Physical exam - routine check
70979,Ultrasound of brain with contrast
12708,Reconstruction of knee using endoscope
90692,Physical exam - routine check
70792,MRI scan of arm with contrast
11449,Excision of abdomen using scalpel
12454,Excision of liver using stent
15536,Biopsy of lungs using catheter
80071,Blood test evaluation
12690,Biopsy of knee using endoscope
14041,Suturing of leg using catheter
70733,Ultrasound of knee with contrast
12432,Reconstruction of liver using scalpel
90978,Vaccination - routine check
13070,Repair of arm using stent
13272,Suturing of eye using endoscope
16144,Reconstruction of leg using laparoscope
15878,Reconstruction of eye using laparoscope
15471,Biopsy of skin using stent
15362,Repair of brain using laparoscope
14970,Excision of ear using scalpel
70037,Fluoroscopy of neck with contrast
14121,Suturing of ear using laparoscope
15708,Repair of knee using scalpel
10388,Excision of spine using endoscope
12402,Excision of abdomen using laparoscope
14035,Drainage of pelvis using endoscope
10556,Suturing of leg using catheter
80482,Tissue analysis evaluation
14332,Drainage of ear using scalpel
15936,Reconstruction of knee using endoscope
14223,Drainage of ear using scalpel
15593,Biopsy of brain using endoscope
90319,Therapy session - routine check
90655,Consultation - follow-up visit
90810,Vaccination - follow-up visit
15419,Suturing of ear using laser
15444,Drainage of brain using laparoscope
70011,Fluoroscopy of chest with contrast
90581,Therapy session - routine check
15771,Biopsy of spine using catheter
12338,Excision of abdomen using laser
11000,Suturing of pelvis using scalpel
90561,Vaccination - preventive screening
15742,Suturing of leg using stent
14914,Reconstruction of pelvis using catheter
80887,DNA screening evaluation
13391,Drainage of brain using laparoscope
11408,Repair of abdomen using laser
11003,Reconstruction of kidney using stent
80890,DNA screening evaluation
15194,Repair of brain using stent
14623,Excision of chest using stent
13423,Repair of pelvis using stent
00110,General anesthesia for neck surgery
12306,Drainage of knee using stent
14461,Repair of kidney using stent
10628,Excision of leg using laparoscope
12151,Repair of neck using laparoscope
11336,Biopsy of pelvis using scalpel
71050,X-ray of kidney with contrast
16314,Drainage of lungs using endoscope
15199,Repair of heart using catheter
16366,Biopsy of brain using stent
15783,Excision of brain using catheter
13202,Suturing of neck using stent
10861,Repair of eye using catheter
11111,Repair of liver using laparoscope
12619,Suturing of ear using laser
12059,Biopsy of brain using endoscope
13107,Suturing of brain using laser
12841,Repair of neck using catheter
70223,CT scan of chest with contrast
12264,Excision of arm using endoscope
11419,Biopsy of spine using scalpel
10958,Repair of arm using laser
16295,Drainage of arm using endoscope
10930,Reconstruction of arm using catheter
10117,Reconstruction of ear using scalpel
12025,Biopsy of eye using stent
16603,Repair of brain using scalpel
90543,Consultation - routine check
11919,Reconstruction of brain using endoscope
15541,Repair of eye using endoscope
10041,Repair of abdomen using catheter
14393,Reconstruction of brain using scalpel
10983,Excision of neck using catheter
11564,Drainage of chest using stent
14142,Excision of ear using endoscope
80414,DNA screening evaluation
12360,Repair of kidney using stent
12930,Repair of pelvis using catheter
10795,Suturing of neck using laser
15938,Suturing of spine using scalpel
11275,Repair of arm using scalpel
14072,Repair of ear using catheter
10640,Suturing of brain using catheter
10760,Drainage of neck using stent
70155,X-ray of liver with contrast
70342,MRI scan of chest with contrast
12377,Excision of lungs using laser
11069,Drainage of leg using laser
71008,CT scan of kidney with contrast
11102,Excision of arm using catheter
12703,Drainage of pelvis using catheter
12509,Suturing of heart using laser
13629,Suturing of eye using stent
90630,Consultation - routine check
12328,Drainage of spine using laparoscope
11463,Suturing of neck using stent
14261,Excision of knee using stent
70069,Ultrasound of arm with contrast
10260,Biopsy of leg using stent
10516,Drainage of lungs using catheter
14910,Drainage of skin using endoscope
71106,Ultrasound of skin with contrast
14464,Biopsy of kidney using laser
13529,Suturing of pelvis using endoscope
10487,Biopsy of ear using endoscope
70637,Ultrasound of heart with contrast
00129,Local anesthesia for pelvis surgery
15370,Biopsy of spine using laser
70619,MRI scan of arm with contrast
16587,Drainage of ear using laparoscope
16547,Repair of arm using endoscope
70271,Ultrasound of pelvis with contrast
70420,Ultrasound of knee with contrast
14536,Repair of neck using scalpel
16068,Suturing of eye using endoscope
12273,Reconstruction of skin using laser
00297,Sedation for ear surgery
12021,Biopsy of arm using catheter
14851,Drainage of neck using stent
13008,Repair of brain using laparoscope
70349,X-ray of ear with contrast
15396,Reconstruction of kidney using laparoscope
13342,Suturing of abdomen using endoscope
10349,Biopsy of liver using catheter
12214,Excision of arm using catheter
11068,Drainage of spine using endoscope
14891,Reconstruction of arm using laser
90460,Vaccination - follow-up visit
11176,Drainage of skin using catheter
80111,Culture test evaluation
12141,Drainage of lungs using laser
13515,Repair of skin using stent
12662,Suturing of skin using laparoscope
12527,Drainage of brain using scalpel
14457,Drainage of knee using laser
12451,Excision of kidney using catheter
11411,Biopsy of spine using catheter
10441,Repair of knee using catheter
70202,X-ray of spine with contrast
15214,Reconstruction of heart using catheter
13656,Excision of abdomen using laparoscope
15850,Suturing of ear using stent
91248,Physical exam - preventive screening
10892,Repair of abdomen using stent
80413,DNA screening evaluation
11440,Repair of lungs using scalpel
00254,Local anesthesia for knee surgery
10511,Drainage of lungs using laser
70500,Ultrasound of liver with contrast
11883,Reconstruction of neck using laparoscope
11034,Suturing of abdomen using laser
16537,Drainage of liver using scalpel
71074,X-ray of liver with contrast
91071,Therapy session - routine check
80767,Culture test evaluation
14477,Repair of chest using laser
90687,Consultation - preventive screening
16060,Reconstruction of liver using laparoscope
70721,Ultrasound of ear with contrast
90339,Physical exam - routine check
10376,Reconstruction of liver using endoscope
12323,Biopsy of leg using laser
80078,Tissue analysis evaluation
12771,Suturing of abdomen using stent
90442,Vaccination - preventive screening
16210,Suturing of kidney using scalpel
70017,CT scan of liver with contrast
70644,X-ray of lungs with contrast
11672,Excision of heart using laser
13127,Suturing of brain using endoscope
90398,Consultation - follow-up visit
14198,Drainage of eye using catheter
11495,Excision of heart using catheter
11354,Reconstruction of arm using laser
13171,Excision of knee using stent
13673,Suturing of ear using laparoscope
13228,Reconstruction of heart using laser
14324,Repair of pelvis using laparoscope
13119,Repair of kidney using stent
15544,Biopsy of brain using stent
11523,Reconstruction of pelvis using endoscope
11537,Excision of leg using scalpel
16605,Biopsy of lungs using stent
11202,Excision of pelvis using laser
16560,Drainage of liver using endoscope
70972,MRI scan of abdomen with contrast
13873,Suturing of eye using endoscope
10450,Biopsy of arm using laser
80879,Blood test evaluation
11830,Reconstruction of arm using catheter
90758,Consultation - follow-up visit
13003,Biopsy of lungs using catheter
15383,Drainage of liver using stent
90337,Vaccination - preventive screening
12522,Suturing of liver using endoscope
12797,Reconstruction of skin using scalpel
70383,MRI scan of leg with contrast
16298,Suturing of leg using catheter
13829,Drainage of chest using laparoscope
16121,Biopsy of spine using endoscope
10263,Suturing of liver using catheter
80346,Culture test evaluation
00131,Sedation for spine surgery
11318,Repair of kidney using catheter
15710,Repair of heart using stent
10245,Repair of abdomen using laparoscope
11305,Drainage of ear using endoscope
15466,Suturing of spine using laparoscope
14900,Biopsy of knee using endoscope
10459,Repair of brain using laser
91222,Vaccination - follow-up visit
16523,Repair of knee using endoscope
13056,Repair of chest using laparoscope
12157,Suturing of liver using laparoscope
91199,Physical exam - routine check
80726,Culture test evaluation
16388,Drainage of skin using stent
00195,Sedation for brain surgery
13555,Suturing of lungs using catheter
10518,Biopsy of arm using catheter
11270,Excision of leg using stent
13923,Reconstruction of chest using endoscope
12605,Reconstruction of abdomen using stent
00309,Local anesthesia for pelvis surgery
91030,Vaccination - follow-up visit
00120,General anesthesia for spine surgery
10365,Suturing of heart using laparoscope
15907,Drainage of heart using endoscope
70664,Fluoroscopy of knee with contrast
00213,General anesthesia for skin surgery
11120,Reconstruction of ear using laser
10018,Reconstruction of brain using scalpel
12068,Repair of knee using laparoscope
15611,Biopsy of neck using laparoscope
90869,Physical exam - routine check
10257,Biopsy of eye using laser
10914,Suturing of arm using laser
14143,Drainage of spine using stent
12949,Reconstruction of spine using catheter
12837,Reconstruction of liver using endoscope
10781,Biopsy of pelvis using laparoscope
15934,Drainage of skin using stent
16580,Repair of chest using endoscope
14230,Repair of abdomen using laparoscope
90988,Consultation - preventive screening
10652,Suturing of heart using scalpel
14905,Biopsy of chest using endoscope
12627,Biopsy of pelvis using laser
15084,Biopsy of lungs using laparoscope
10019,Drainage of arm using scalpel
12644,Suturing of ear using endoscope
10948,Suturing of lungs using endoscope
13327,Repair of lungs using laparoscope
16253,Excision of heart using scalpel
12269,Repair of kidney using laparoscope
11801,Reconstruction of heart using laparoscope
12518,Repair of chest using endoscope
13945,Suturing of ear using laparoscope
15566,Biopsy of knee using laser
16334,Reconstruction of skin using scalpel
14388,Excision of knee using laser
90512,Vaccination - routine check
13523,Biopsy of leg using scalpel
10178,Drainage of spine using laser
70173,Ultrasound of neck with contrast
10123,Repair of liver using endoscope
12400,Excision of pelvis using stent
70227,Ultrasound of abdomen with contrast
12205,Excision of skin using endoscope
14217,Repair of pelvis using laser
80847,Tissue analysis evaluation
10206,Reconstruction of arm using laparoscope
13450,Reconstruction of liver using endoscope
12743,Drainage of liver using endoscope
11268,Drainage of knee using laparoscope
70515,MRI scan of pelvis with contrast
80331,Blood test evaluation
10715,Reconstruction of knee using stent
12608,Drainage of ear using catheter
13738,Drainage of lungs using catheter
70992,X-ray of eye with contrast
14748,Repair of arm using scalpel
70102,X-ray of lungs with contrast
11469,Repair of lungs using laser
91066,Vaccination - follow-up visit
91191,Vaccination - follow-up visit
15789,Excision of leg using stent
12727,Biopsy of liver using laser
11471,Biopsy of brain using stent
10817,Excision of leg using endoscope
14543,Reconstruction of spine using laser
14096,Suturing of spine using laser
16190,Drainage of liver using catheter
80593,Blood test evaluation
16201,Drainage of spine using stent
16373,Reconstruction of neck using laser
90428,Therapy session - routine check
70411,X-ray of kidney with contrast
15310,Biopsy of liver using endoscope
80750,Culture test evaluation
14267,Excision of abdomen using catheter
14985,Reconstruction of heart using endoscope
80345,DNA screening evaluation
16362,Excision of spine using laparoscope
91243,Vaccination - routine check
80941,Tissue analysis evaluation
14416,Reconstruction of eye using catheter
14869,Excision of knee using catheter
12704,Suturing of leg using stent
13784,Excision of lungs using endoscope
70106,Ultrasound of kidney with contrast
11662,Repair of liver using catheter
16095,Reconstruction of leg using stent
10343,Reconstruction of leg using scalpel
90447,Vaccination - routine check
15503,Repair of spine using scalpel
70230,X-ray of liver with contrast
13652,Repair of heart using laser
14858,Reconstruction of chest using laparoscope
12729,Reconstruction of ear using laparoscope
80232,Culture test evaluation
90601,Physical exam - follow-up visit
70187,Fluoroscopy of heart with contrast
15779,Drainage of skin using scalpel
15724,Repair of knee using laser
90840,Therapy session - follow-up visit
10340,Suturing of abdomen using scalpel
13980,Drainage of abdomen using laser
13670,Reconstruction of brain using catheter
15653,Suturing of neck using endoscope
15534,Repair of arm using endoscope
13952,Repair of skin using scalpel
71000,X-ray of skin with contrast
11307,Suturing of neck using endoscope
80380,Tissue analysis evaluation
70815,Fluoroscopy of spine with contrast
70675,MRI scan of lungs with contrast
14759,Drainage of ear using catheter
12299,Reconstruction of pelvis using laser
13098,Repair of neck using laser
90787,Physical exam - follow-up visit
10311,Suturing of spine using scalpel
16025,Suturing of eye using laparoscope
14444,Reconstruction of chest using endoscope
91202,Physical exam - preventive screening
80587,Culture test evaluation
15397,Excision of knee using laser
91126,Physical exam - preventive screening
15489,Excision of leg using endoscope
80753,Blood test evaluation
11010,Drainage of liver using endoscope
12854,Excision of leg using laser
70605,Fluoroscopy of brain with contrast
14635,Repair of eye using scalpel
13708,Drainage of spine using laparoscope
90695,Vaccination - preventive screening
11769,Repair of eye using laparoscope
13254,Biopsy of kidney using stent
15154,Drainage of arm using laparoscope
11835,Reconstruction of abdomen using scalpel
12309,Drainage of leg using stent
11777,Reconstruction of brain using laser
14802,Suturing of liver using catheter
70652,CT scan of lungs with contrast
16402,Repair of brain using laser
10031,Excision of kidney using scalpel
15092,Biopsy of leg using endoscope
15355,Biopsy of kidney using endoscope
12152,Biopsy of kidney using laser
11749,Excision of kidney using catheter
70774,MRI scan of chest with contrast
16408,Repair of chest using scalpel
15601,Suturing of arm using laser
11126,Biopsy of knee using catheter
00184,Sedation for pelvis surgery
71055,MRI scan of ear with contrast
14743,Reconstruction of liver using catheter
80620,Culture test evaluation
70537,Fluoroscopy of knee with contrast
80623,DNA screening evaluation
12825,Excision of eye using laparoscope
13723,Biopsy of spine using laparoscope
80422,Blood test evaluation
11767,Excision of brain using scalpel
15639,Suturing of skin using stent
13478,Repair of arm using laser
16105,Drainage of spine using endoscope
14600,Drainage of skin using laser
15221,Reconstruction of heart using laser
11916,Excision of liver using endoscope
00125,General anesthesia for liver surgery
70769,Fluoroscopy of abdomen with contrast
15113,Excision of lungs using scalpel
80520,Culture test evaluation
70083,CT scan of spine with contrast
70382,Fluoroscopy of spine with contrast
80457,Tissue analysis evaluation
11182,Drainage of lungs using endoscope
90873,Physical exam - routine check
80907,Culture test evaluation
16462,Suturing of spine using catheter
15528,Suturing of leg using laser
90602,Consultation - routine check
90571,Physical exam - routine check
80752,Tissue analysis evaluation
15357,Biopsy of eye using endoscope
13238,Biopsy of arm using catheter
70189,X-ray of ear with contrast
80365,DNA screening evaluation
11401,Suturing of skin using laser
80599,Blood test evaluation
13643,Reconstruction of heart using catheter
10091,Repair of brain using endoscope
10267,Excision of brain using stent
70212,CT scan of eye with contrast
80452,DNA screening evaluation
90368,Vaccination - follow-up visit
14683,Reconstruction of lungs using catheter
13019,Drainage of chest using laser
15052,Excision of skin using laparoscope
12577,Biopsy of skin using stent
16604,Suturing of brain using endoscope
15583,Reconstruction of pelvis using laser
16130,Repair of arm using scalpel
12408,Excision of neck using laparoscope
16433,Drainage of spine using catheter
14087,Repair of neck using scalpel
13479,Suturing of neck using catheter
16087,Excision of ear using laparoscope
13181,Reconstruction of skin using stent
14245,Repair of brain using stent
12422,Reconstruction of eye using scalpel
12145,Suturing of lungs using laparoscope
16101,Reconstruction of liver using stent
11454,Repair of abdomen using laser
90937,Physical exam - routine check
10645,Repair of knee using stent
16494,Reconstruction of abdomen using scalpel
16324,Suturing of spine using stent
80137,Tissue analysis evaluation
11657,Drainage of leg using catheter
10874,Biopsy of chest using stent
14880,Drainage of lungs using scalpel
12492,Suturing of eye using catheter
15337,Repair of liver using laser
10783,Reconstruction of neck using catheter
90896,Vaccination - follow-up visit
10723,Biopsy of pelvis using laser
12103,Reconstruction of kidney using catheter
13404,Excision of arm using laparoscope
12897,Repair of brain using laser
90412,Therapy session - follow-up visit
12412,Reconstruction of pelvis using endoscope
91183,Consultation - routine check
12078,Drainage of chest using endoscope
70179,X-ray of knee with contrast
16310,Suturing of ear using stent
90994,Physical exam - follow-up visit
90718,Physical exam - preventive screening
70934,Fluoroscopy of liver with contrast
90898,Vaccination - follow-up visit
11113,Suturing of ear using laser
10531,Repair of chest using scalpel
14952,Drainage of abdomen using laparoscope
90858,Vaccination - preventive screening
90780,Therapy session - preventive screening
91033,Physical exam - preventive screening
80205,Tissue analysis evaluation
10727,Suturing of lungs using endoscope
14403,Repair of pelvis using laser
13532,Suturing of lungs using laparoscope
10183,Drainage of heart using scalpel
10554,Biopsy of kidney using endoscope
80493,Tissue analysis evaluation
14704,Drainage of arm using laparoscope
13906,Biopsy of lungs using laparoscope
10724,Drainage of heart using laparoscope
13552,Biopsy of brain using endoscope
15404,Repair of ear using laser
11499,Repair of heart using laparoscope
11549,Repair of brain using scalpel
90593,Vaccination - routine check
90441,Therapy session - preventive screening
16504,Reconstruction of eye using scalpel
11338,Suturing of skin using laparoscope
14729,Reconstruction of neck using catheter
11135,Reconstruction of lungs using scalpel
15039,Reconstruction of knee using laser
15447,Reconstruction of eye using stent
12588,Repair of neck using endoscope
13618,Biopsy of leg using laser
15036,Biopsy of neck using laparoscope
70452,Ultrasound of abdomen with contrast
80399,Blood test evaluation
90314,Physical exam - routine check
71049,Fluoroscopy of knee with contrast
80976,DNA screening evaluation
11310,Biopsy of brain using laparoscope
12420,Excision of spine using scalpel
16209,Drainage of lungs using laparoscope
15217,Excision of abdomen using laparoscope
15542,Reconstruction of abdomen using endoscope
14207,Repair of abdomen using scalpel
13313,Drainage of leg using stent
00201,Sedation for kidney surgery
70931,X-ray of spine with contrast
15190,Excision of heart using laparoscope
13693,Reconstruction of kidney using laparoscope
14752,Excision of eye using endoscope
70437,X-ray of neck with contrast
16656,Excision of brain using scalpel
00196,Sedation for abdomen surgery
12401,Drainage of skin using stent
70254,Ultrasound of abdomen with contrast
14418,Drainage of spine using catheter
12925,Excision of kidney using scalpel
80287,DNA screening evaluation
90419,Consultation - follow-up visit
13645,Repair of lungs using laser
10884,Biopsy of eye using stent
13820,Reconstruction of liver using laparoscope
16067,Repair of pelvis using catheter
11961,Drainage of chest using stent
10702,Repair of heart using endoscope
80344,DNA screening evaluation
12497,Biopsy of leg using laparoscope
15670,Biopsy of pelvis using laser
70526,CT scan of ear with contrast
16042,Biopsy of neck using scalpel
15296,Biopsy of brain using scalpel
80473,DNA screening evaluation
12166,Excision of liver using laparoscope
80314,Tissue analysis evaluation
12005,Drainage of brain using laparoscope
15763,Repair of liver using scalpel
15556,Biopsy of kidney using scalpel
70821,MRI scan of spine with contrast
12455,Suturing of knee using stent
70750,MRI scan of leg with contrast
12159,Biopsy of knee using stent
15743,Repair of leg using laser
15916,Excision of pelvis using catheter
90548,Consultation - follow-up visit
13232,Biopsy of skin using catheter
90411,Vaccination - follow-up visit
12168,Excision of neck using scalpel
11515,Repair of pelvis using laser
90492,Vaccination - routine check
70939,Ultrasound of knee with contrast
80793,Culture test evaluation
13981,Excision of lungs using catheter
13787,Biopsy of liver using catheter
14850,Repair of brain using scalpel
71101,CT scan of abdomen with contrast
90547,Vaccination - preventive screening
71003,MRI scan of brain with contrast
70928,CT scan of spine with contrast
14264,Excision of spine using laser
12670,Biopsy of eye using laparoscope
10947,Biopsy of chest using laser
11825,Repair of liver using laparoscope
10899,Biopsy of kidney using scalpel
14843,Excision of chest using catheter
14155,Suturing of eye using laparoscope
70246,X-ray of heart with contrast
12371,Reconstruction of pelvis using endoscope
13135,Biopsy of chest using stent
13713,Biopsy of kidney using laser
80878,Tissue analysis evaluation
15379,Suturing of skin using laser
80284,Blood test evaluation
13644,Drainage of eye using scalpel
70013,X-ray of eye with contrast
11370,Drainage of heart using stent
12467,Excision of pelvis using catheter
15413,Reconstruction of arm using laser
16444,Reconstruction of heart using laser
13839,Drainage of abdomen using laser
71078,CT scan of liver with contrast
15804,Excision of liver using scalpel
11800,Reconstruction of arm using endoscope
10921,Reconstruction of abdomen using laser
14064,Biopsy of eye using laser
80476,Blood test evaluation
70410,Ultrasound of ear with contrast
70309,X-ray of chest with contrast
15813,Reconstruction of lungs using stent
10299,Reconstruction of lungs using stent
15896,Reconstruction of ear using laparoscope
12833,Drainage of kidney using catheter
81022,Culture test evaluation
11600,Repair of eye using stent
10442,Drainage of kidney using laparoscope
14997,Reconstruction of knee using laser
71056,Fluoroscopy of lungs with contrast
11652,Biopsy of kidney using stent
70364,MRI scan of brain with contrast
15155,Suturing of leg using endoscope
12112,Drainage of eye using catheter
70531,CT scan of eye with contrast
70068,Ultrasound of chest with contrast
90391,Physical exam - preventive screening
80305,Tissue analysis evaluation
12706,Reconstruction of chest using endoscope
15506,Repair of heart using scalpel
16022,Biopsy of ear using laparoscope
10894,Drainage of spine using endoscope
10109,Reconstruction of spine using laser
90827,Therapy session - follow-up visit
80856,Blood test evaluation
13883,Reconstruction of pelvis using catheter
00190,General anesthesia for pelvis surgery
90706,Vaccination - preventive screening
15134,Biopsy of neck using catheter
15976,Suturing of eye using laser
13367,Biopsy of ear using catheter
80992,Tissue analysis evaluation
11014,Suturing of neck using scalpel
10741,Drainage of abdomen using scalpel
91025,Consultation - preventive screening
13170,Repair of kidney using laparoscope
10090,Drainage of liver using endoscope
12913,Drainage of lungs using scalpel
10204,Drainage of liver using endoscope
91250,Physical exam - follow-up visit
15275,Excision of ear using laparoscope
12011,Excision of lungs using catheter
00107,Sedation for lungs surgery
15909,Reconstruction of abdomen using stent
14523,Repair of leg using stent
80146,Tissue analysis evaluation
15735,Suturing of leg using laser
71007,MRI scan of liver with contrast
10235,Drainage of eye using laser
12716,Biopsy of eye using laparoscope
11597,Suturing of brain using endoscope
70404,Fluoroscopy of lungs with contrast
91114,Vaccination - routine check
14825,Excision of eye using scalpel
12701,Biopsy of eye using stent
70489,MRI scan of lungs with contrast
14147,Drainage of eye using scalpel
70291,Ultrasound of chest with contrast
00252,General anesthesia for brain surgery
13972,Excision of ear using catheter
16412,Suturing of leg using stent
70713,MRI scan of eye with contrast
15148,Drainage of arm using laser
15454,Suturing of knee using endoscope
13022,Drainage of heart using laser
70563,Fluoroscopy of lungs with contrast
81032,Tissue analysis evaluation
13400,Drainage of skin using laparoscope
12738,Drainage of chest using laparoscope
13534,Suturing of skin using scalpel
91022,Vaccination - follow-up visit
16080,Biopsy of skin using stent
13662,Suturing of kidney using stent
70832,MRI scan of liver with contrast
11511,Drainage of knee using catheter
16649,Biopsy of lungs using catheter
70159,MRI scan of arm with contrast
13390,Suturing of neck using scalpel
71045,X-ray of neck with contrast
15325,Excision of spine using laparoscope
